index,afrr_price_contracted_down,afrr_price_contracted_up,afrr_price_activated_down,afrr_price_activated_up
2021-01-01 00:00:00+02:00,0.01888,0.01508,0.0185,0.02407
2021-01-01 01:00:00+02:00,0.02222,0.02052,0.0185,0.02495
2021-01-01 02:00:00+02:00,0,0,0.02435,0.02435
2021-01-01 03:00:00+02:00,0,0,0.02398,0.02398
2021-01-01 04:00:00+02:00,0,0,0.02372,0.02372
2021-01-01 05:00:00+02:00,0,0,0.02373,0.02373
2021-01-01 06:00:00+02:00,0.03028,0.02533,0.02406,0.02406
2021-01-01 07:00:00+02:00,0.02958,0.02555,0.02444,0.02444
2021-01-01 08:00:00+02:00,0.03028,0.02578,0.02493,0.02493
2021-01-01 09:00:00+02:00,0.03119,0.02522,0.0249,0.0249
2021-01-01 10:00:00+02:00,0,0,0.021,0.02507
2021-01-01 11:00:00+02:00,0,0,0.021,0.02563
2021-01-01 12:00:00+02:00,0,0,0.023,0.02592
2021-01-01 13:00:00+02:00,0,0,0.0242,0.02613
2021-01-01 14:00:00+02:00,0.02113,0.02088,0.0242,0.02657
2021-01-01 15:00:00+02:00,0.02123,0.01908,0.0242,0.0273
2021-01-01 16:00:00+02:00,0.02129,0.0193,0.02861,0.02861
2021-01-01 17:00:00+02:00,0.02146,0.0193,0.03025,0.03025
2021-01-01 18:00:00+02:00,0.02139,0.0193,0.0256,0.03019
2021-01-01 19:00:00+02:00,0.02113,0.0193,0.0256,0.02882
2021-01-01 20:00:00+02:00,0.02014,0.0193,0.025,0.02825
2021-01-01 21:00:00+02:00,0.02019,0.01879,0.024,0.02732
2021-01-01 22:00:00+02:00,0.02099,0.01905,0.02287,0.02825
2021-01-01 23:00:00+02:00,0.02212,0.01934,0.02287,0.02701
2021-01-02 00:00:00+02:00,0.02214,0.01786,0.02264,0.02564
2021-01-02 01:00:00+02:00,0.02396,0.02042,0.02197,0.02559
2021-01-02 02:00:00+02:00,0,0,0.021,0.02491
2021-01-02 03:00:00+02:00,0,0,0.02006,0.02474
2021-01-02 04:00:00+02:00,0,0,0.02006,0.02466
2021-01-02 05:00:00+02:00,0,0,0.021,0.02472
2021-01-02 06:00:00+02:00,0,0,0.021,0.02492
2021-01-02 07:00:00+02:00,0,0,0.02,0.02562
2021-01-02 08:00:00+02:00,0.02901,0.0176,0.02053,0.02619
2021-01-02 09:00:00+02:00,0.0298,0.0176,0.022,0.02802
2021-01-02 10:00:00+02:00,0.0298,0.0176,0.022,0.02765
2021-01-02 11:00:00+02:00,0,0,0.022,0.02883
2021-01-02 12:00:00+02:00,0,0,0.02292,0.02976
2021-01-02 13:00:00+02:00,0,0,0.023,0.02862
2021-01-02 14:00:00+02:00,0,0,0.023,0.02872
2021-01-02 15:00:00+02:00,0,0,0.024,0.03673
2021-01-02 16:00:00+02:00,0,0,0.025,0.04605
2021-01-02 17:00:00+02:00,0.02378,0.02089,0.05888,0.05888
2021-01-02 18:00:00+02:00,0.02363,0.02088,0.06051,0.06051
2021-01-02 19:00:00+02:00,0.02435,0.01974,0.05984,0.05984
2021-01-02 20:00:00+02:00,0.02237,0.02111,0.04015,0.04015
2021-01-02 21:00:00+02:00,0.02339,0.02003,0.02738,0.0295
2021-01-02 22:00:00+02:00,0.02186,0.01683,0.03115,0.03115
2021-01-02 23:00:00+02:00,0.02342,0.0166,0.02791,0.02791
2021-01-03 00:00:00+02:00,0.02351,0.0166,0.02594,0.02594
2021-01-03 01:00:00+02:00,0.02461,0.0201,0.02527,0.02714
2021-01-03 02:00:00+02:00,0,0,0.02459,0.027
2021-01-03 03:00:00+02:00,0,0,0.02386,0.027
2021-01-03 04:00:00+02:00,0,0,0.02357,0.02357
2021-01-03 05:00:00+02:00,0,0,0.02349,0.02349
2021-01-03 06:00:00+02:00,0,0,0.02385,0.02385
2021-01-03 07:00:00+02:00,0,0,0.02405,0.02405
2021-01-03 08:00:00+02:00,0.02869,0.0216,0.023,0.0248
2021-01-03 09:00:00+02:00,0.0297,0.0216,0.022,0.02497
2021-01-03 10:00:00+02:00,0.02949,0.0216,0.022,0.02565
2021-01-03 11:00:00+02:00,0,0,0.022,0.026
2021-01-03 12:00:00+02:00,0,0,0.022,0.02607
2021-01-03 13:00:00+02:00,0,0,0.02048,0.02587
2021-01-03 14:00:00+02:00,0,0,0.02006,0.02583
2021-01-03 15:00:00+02:00,0,0,0.02006,0.02602
2021-01-03 16:00:00+02:00,0,0,0.02053,0.0265
2021-01-03 17:00:00+02:00,0.02397,0.02431,0.023,0.02805
2021-01-03 18:00:00+02:00,0.02379,0.02428,0.02853,0.02853
2021-01-03 19:00:00+02:00,0.02332,0.02368,0.02817,0.02817
2021-01-03 20:00:00+02:00,0.02288,0.02343,0.02792,0.02792
2021-01-03 21:00:00+02:00,0.02282,0.02302,0.0245,0.02756
2021-01-03 22:00:00+02:00,0.0218,0.02042,0.024,0.02812
2021-01-03 23:00:00+02:00,0.02365,0.0201,0.024,0.02618
2021-01-04 00:00:00+02:00,0.0237,0.0166,0.02492,0.02492
2021-01-04 01:00:00+02:00,0.02373,0.0197,0.02,0.02466
2021-01-04 02:00:00+02:00,0,0,0.02,0.02405
2021-01-04 03:00:00+02:00,0,0,0.0191,0.02388
2021-01-04 04:00:00+02:00,0,0,0.0191,0.02403
2021-01-04 05:00:00+02:00,0,0,0.02006,0.02458
2021-01-04 06:00:00+02:00,0.02741,0.02773,0.023,0.02584
2021-01-04 07:00:00+02:00,0.02542,0.02604,0.024,0.02821
2021-01-04 08:00:00+02:00,0.02622,0.02624,0.026,0.04976
2021-01-04 09:00:00+02:00,0.02677,0.02623,0.05442,0.09408
2021-01-04 10:00:00+02:00,0,0,0.05072,0.07
2021-01-04 11:00:00+02:00,0,0,0.0554,0.0672
2021-01-04 12:00:00+02:00,0,0,0.05653,0.0573
2021-01-04 13:00:00+02:00,0,0,0.05207,0.05207
2021-01-04 14:00:00+02:00,0.02157,0.02086,0.05653,0.06
2021-01-04 15:00:00+02:00,0.02172,0.0208,0.05799,0.06009
2021-01-04 16:00:00+02:00,0.02179,0.02102,0.05803,0.06048
2021-01-04 17:00:00+02:00,0.02203,0.02548,0.0605,0.061
2021-01-04 18:00:00+02:00,0.02194,0.02544,0.06522,0.066
2021-01-04 19:00:00+02:00,0.02163,0.02484,0.06005,0.066
2021-01-04 20:00:00+02:00,0.02006,0.019,0.05373,0.06317
2021-01-04 21:00:00+02:00,0.02013,0.019,0.03768,0.05
2021-01-04 22:00:00+02:00,0.01929,0.019,0.03849,0.04298
2021-01-04 23:00:00+02:00,0.02111,0.01987,0.03095,0.035
2021-01-05 00:00:00+02:00,0.0214,0.02047,0.02735,0.02988
2021-01-05 01:00:00+02:00,0.0243,0.0186,0.02781,0.02781
2021-01-05 02:00:00+02:00,0,0,0.02745,0.02745
2021-01-05 03:00:00+02:00,0,0,0.02708,0.02708
2021-01-05 04:00:00+02:00,0,0,0.02714,0.028
2021-01-05 05:00:00+02:00,0,0,0.02779,0.028
2021-01-05 06:00:00+02:00,0.03082,0.02667,0.02981,0.0315
2021-01-05 07:00:00+02:00,0.02936,0.02657,0.03578,0.037
2021-01-05 08:00:00+02:00,0.03015,0.0271,0.05364,0.05414
2021-01-05 09:00:00+02:00,0.03105,0.0299,0.06,0.06686
2021-01-05 10:00:00+02:00,0,0,0.06012,0.06686
2021-01-05 11:00:00+02:00,0,0,0.06118,0.07
2021-01-05 12:00:00+02:00,0,0,0.06246,0.08067
2021-01-05 13:00:00+02:00,0,0,0.06148,0.08067
2021-01-05 14:00:00+02:00,0.02266,0.02262,0.06229,0.087
2021-01-05 15:00:00+02:00,0.02288,0.02269,0.06204,0.087
2021-01-05 16:00:00+02:00,0.02296,0.02314,0.06251,0.0756
2021-01-05 17:00:00+02:00,0.0232,0.02698,0.06426,0.075
2021-01-05 18:00:00+02:00,0.02312,0.02694,0.0656,0.075
2021-01-05 19:00:00+02:00,0.02274,0.02634,0.06013,0.087
2021-01-05 20:00:00+02:00,0.02014,0.02331,0.05466,0.087
2021-01-05 21:00:00+02:00,0.0202,0.02168,0.04078,0.087
2021-01-05 22:00:00+02:00,0.0185,0.02181,0.0396,0.087
2021-01-05 23:00:00+02:00,0.02105,0.02201,0.03206,0.06447
2021-01-06 00:00:00+02:00,0.02353,0.02098,0.02921,0.039
2021-01-06 01:00:00+02:00,0.02574,0.0186,0.02983,0.035
2021-01-06 02:00:00+02:00,0,0,0.02872,0.035
2021-01-06 03:00:00+02:00,0,0,0.02811,0.035
2021-01-06 04:00:00+02:00,0,0,0.02798,0.034
2021-01-06 05:00:00+02:00,0,0,0.02816,0.037
2021-01-06 06:00:00+02:00,0.02968,0.0257,0.029,0.037
2021-01-06 07:00:00+02:00,0.02965,0.02681,0.03072,0.04
2021-01-06 08:00:00+02:00,0.02911,0.02662,0.03554,0.04
2021-01-06 09:00:00+02:00,0.02916,0.02678,0.03918,0.07
2021-01-06 10:00:00+02:00,0,0,0.04188,0.07
2021-01-06 11:00:00+02:00,0,0,0.04607,0.06607
2021-01-06 12:00:00+02:00,0,0,0.04527,0.073
2021-01-06 13:00:00+02:00,0,0,0.04621,0.07668
2021-01-06 14:00:00+02:00,0.02238,0.02393,0.04735,0.0767
2021-01-06 15:00:00+02:00,0.02247,0.02486,0.05131,0.07689
2021-01-06 16:00:00+02:00,0.02299,0.02546,0.0549,0.07687
2021-01-06 17:00:00+02:00,0.02503,0.03003,0.0584,0.08
2021-01-06 18:00:00+02:00,0.02537,0.03016,0.05993,0.12192
2021-01-06 19:00:00+02:00,0.02443,0.0295,0.05567,0.106
2021-01-06 20:00:00+02:00,0.01875,0.022,0.05025,0.084
2021-01-06 21:00:00+02:00,0.01846,0.02067,0.03984,0.084
2021-01-06 22:00:00+02:00,0.01871,0.02067,0.03993,0.084
2021-01-06 23:00:00+02:00,0.02347,0.02067,0.0387,0.065
2021-01-07 00:00:00+02:00,0.02667,0.02067,0.0325,0.065
2021-01-07 01:00:00+02:00,0.02622,0.0177,0.04308,0.08595
2021-01-07 02:00:00+02:00,0,0,0.0409,0.059
2021-01-07 03:00:00+02:00,0,0,0.03919,0.0431
2021-01-07 04:00:00+02:00,0,0,0.03978,0.03978
2021-01-07 05:00:00+02:00,0,0,0.0365,0.04128
2021-01-07 06:00:00+02:00,0.03229,0.02816,0.041,0.04554
2021-01-07 07:00:00+02:00,0.03247,0.03133,0.05597,0.05597
2021-01-07 08:00:00+02:00,0.03204,0.03606,0.0678,0.0678
2021-01-07 09:00:00+02:00,0.03409,0.04807,0.08443,0.085
2021-01-07 10:00:00+02:00,0,0,0.08386,0.085
2021-01-07 11:00:00+02:00,0,0,0.08244,0.085
2021-01-07 12:00:00+02:00,0,0,0.08599,0.08643
2021-01-07 13:00:00+02:00,0,0,0.08471,0.085
2021-01-07 14:00:00+02:00,0.0248,0.03908,0.08229,0.085
2021-01-07 15:00:00+02:00,0.02606,0.03445,0.07862,0.085
2021-01-07 16:00:00+02:00,0.02625,0.04071,0.08157,0.08157
2021-01-07 17:00:00+02:00,0.02998,0.04723,0.08968,0.08968
2021-01-07 18:00:00+02:00,0.03258,0.0495,0.048,0.09991
2021-01-07 19:00:00+02:00,0.02977,0.04385,0.048,0.08462
2021-01-07 20:00:00+02:00,0.01871,0.0372,0.048,0.07779
2021-01-07 21:00:00+02:00,0.01871,0.02067,0.048,0.0652
2021-01-07 22:00:00+02:00,0.01957,0.02067,0.04733,0.05933
2021-01-07 23:00:00+02:00,0.02635,0.0236,0.05826,0.05826
2021-01-08 00:00:00+02:00,0.02701,0.02353,0.05099,0.05099
2021-01-08 01:00:00+02:00,0.02686,0.0186,0.04,0.04931
2021-01-08 02:00:00+02:00,0,0,0.03685,0.04738
2021-01-08 03:00:00+02:00,0,0,0.035,0.04578
2021-01-08 04:00:00+02:00,0,0,0.035,0.04451
2021-01-08 05:00:00+02:00,0,0,0.036,0.04569
2021-01-08 06:00:00+02:00,0.03293,0.03153,0.045,0.05033
2021-01-08 07:00:00+02:00,0.03448,0.0329,0.054,0.05971
2021-01-08 08:00:00+02:00,0.0357,0.04201,0.054,0.07956
2021-01-08 09:00:00+02:00,0.03624,0.0497,0.05354,0.10354
2021-01-08 10:00:00+02:00,0,0,0.05,0.1078
2021-01-08 11:00:00+02:00,0,0,0.048,0.10732
2021-01-08 12:00:00+02:00,0,0,0.05202,0.10439
2021-01-08 13:00:00+02:00,0,0,0.09991,0.10004
2021-01-08 14:00:00+02:00,0.03149,0.04686,0.048,0.09537
2021-01-08 15:00:00+02:00,0.03133,0.04584,0.048,0.09272
2021-01-08 16:00:00+02:00,0.03187,0.04704,0.04335,0.09542
2021-01-08 17:00:00+02:00,0.03294,0.04869,0.04335,0.095
2021-01-08 18:00:00+02:00,0.03285,0.04852,0.044,0.11
2021-01-08 19:00:00+02:00,0.03181,0.04818,0.04046,0.09995
2021-01-08 20:00:00+02:00,0.01871,0.04108,0.04046,0.08012
2021-01-08 21:00:00+02:00,0.0185,0.0265,0.04064,0.06148
2021-01-08 22:00:00+02:00,0.01937,0.027,0.044,0.05943
2021-01-08 23:00:00+02:00,0.0263,0.02935,0.035,0.05622
2021-01-09 00:00:00+02:00,0.02771,0.02721,0.035,0.05048
2021-01-09 01:00:00+02:00,0,0,0.04758,0.04758
2021-01-09 02:00:00+02:00,0,0,0.04704,0.04704
2021-01-09 03:00:00+02:00,0,0,0.04648,0.04648
2021-01-09 04:00:00+02:00,0,0,0.04767,0.04767
2021-01-09 05:00:00+02:00,0,0,0.04804,0.04804
2021-01-09 06:00:00+02:00,0,0,0.04777,0.04777
2021-01-09 07:00:00+02:00,0,0,0.045,0.04826
2021-01-09 08:00:00+02:00,0,0,0.05216,0.05216
2021-01-09 09:00:00+02:00,0,0,0.048,0.05811
2021-01-09 10:00:00+02:00,0,0,0.046,0.06468
2021-01-09 11:00:00+02:00,0,0,0.046,0.06561
2021-01-09 12:00:00+02:00,0,0,0.049,0.079
2021-01-09 13:00:00+02:00,0,0,0.06497,0.09
2021-01-09 14:00:00+02:00,0,0,0.06055,0.079
2021-01-09 15:00:00+02:00,0,0,0.05814,0.06284
2021-01-09 16:00:00+02:00,0,0,0.06,0.072
2021-01-09 17:00:00+02:00,0,0,0.06278,0.115
2021-01-09 18:00:00+02:00,0,0,0.06992,0.13442
2021-01-09 19:00:00+02:00,0,0,0.06969,0.2
2021-01-09 20:00:00+02:00,0,0,0.06577,0.2
2021-01-09 21:00:00+02:00,0,0,0.04993,0.085
2021-01-09 22:00:00+02:00,0,0,0.04795,0.06
2021-01-09 23:00:00+02:00,0,0,0.04347,0.05
2021-01-10 00:00:00+02:00,0.0135,0.01455,0.03664,0.05
2021-01-10 01:00:00+02:00,0.02495,0.0255,0.03884,0.05
2021-01-10 02:00:00+02:00,0,0,0.03597,0.04
2021-01-10 03:00:00+02:00,0,0,0.03435,0.04
2021-01-10 04:00:00+02:00,0,0,0.03387,0.0395
2021-01-10 05:00:00+02:00,0,0,0.03384,0.03529
2021-01-10 06:00:00+02:00,0,0,0.03421,0.03566
2021-01-10 07:00:00+02:00,0,0,0.03403,0.03548
2021-01-10 08:00:00+02:00,0.02939,0.03005,0.03761,0.03761
2021-01-10 09:00:00+02:00,0.02939,0.03005,0.03909,0.03909
2021-01-10 10:00:00+02:00,0.02966,0.03005,0.04076,0.04076
2021-01-10 11:00:00+02:00,0,0,0.04416,0.04416
2021-01-10 12:00:00+02:00,0,0,0.04534,0.04669
2021-01-10 13:00:00+02:00,0,0,0.04476,0.04476
2021-01-10 14:00:00+02:00,0,0,0.04434,0.04434
2021-01-10 15:00:00+02:00,0,0,0.04545,0.04545
2021-01-10 16:00:00+02:00,0,0,0.04667,0.04667
2021-01-10 17:00:00+02:00,0.02818,0.03005,0.05072,0.05072
2021-01-10 18:00:00+02:00,0.02857,0.02957,0.05495,0.05495
2021-01-10 19:00:00+02:00,0.02859,0.02957,0.05334,0.05334
2021-01-10 20:00:00+02:00,0.0283,0.02957,0.04939,0.04939
2021-01-10 21:00:00+02:00,0.02798,0.02882,0.04643,0.04643
2021-01-10 22:00:00+02:00,0.02669,0.02836,0.04449,0.04449
2021-01-10 23:00:00+02:00,0.02686,0.0278,0.04007,0.0418
2021-01-11 00:00:00+02:00,0.02686,0.02741,0.03588,0.038
2021-01-11 01:00:00+02:00,0.02531,0.02725,0.0406,0.0406
2021-01-11 02:00:00+02:00,0,0,0.03959,0.03959
2021-01-11 03:00:00+02:00,0,0,0.03778,0.03778
2021-01-11 04:00:00+02:00,0,0,0.03543,0.03543
2021-01-11 05:00:00+02:00,0,0,0.03729,0.03729
2021-01-11 06:00:00+02:00,0.03281,0.0372,0.03354,0.04141
2021-01-11 07:00:00+02:00,0.03339,0.03574,0.04278,0.04628
2021-01-11 08:00:00+02:00,0.03426,0.03996,0.05258,0.05258
2021-01-11 09:00:00+02:00,0.03426,0.04233,0.05725,0.06723
2021-01-11 10:00:00+02:00,0,0,0.05045,0.058
2021-01-11 11:00:00+02:00,0,0,0.05041,0.05041
2021-01-11 12:00:00+02:00,0,0,0.05021,0.05021
2021-01-11 13:00:00+02:00,0,0,0.04609,0.05
2021-01-11 14:00:00+02:00,0.02766,0.03353,0.04506,0.05
2021-01-11 15:00:00+02:00,0.02766,0.03353,0.04876,0.04876
2021-01-11 16:00:00+02:00,0.02766,0.03438,0.05025,0.05025
2021-01-11 17:00:00+02:00,0.02857,0.03643,0.04328,0.04328
2021-01-11 18:00:00+02:00,0.02857,0.03447,0.04498,0.04498
2021-01-11 19:00:00+02:00,0.02857,0.03413,0.04293,0.04293
2021-01-11 20:00:00+02:00,0.02857,0.03228,0.03971,0.03971
2021-01-11 21:00:00+02:00,0.02731,0.03003,0.03711,0.03711
2021-01-11 22:00:00+02:00,0.02669,0.02938,0.03424,0.03424
2021-01-11 23:00:00+02:00,0.02842,0.03352,0.03321,0.03321
2021-01-12 00:00:00+02:00,0.02778,0.0311,0.02739,0.02739
2021-01-12 01:00:00+02:00,0.02591,0.02785,0.01943,0.01943
2021-01-12 02:00:00+02:00,0,0,0.01582,0.01582
2021-01-12 03:00:00+02:00,0,0,0.019,0.019
2021-01-12 04:00:00+02:00,0,0,0.02414,0.02414
2021-01-12 05:00:00+02:00,0,0,0.027,0.027
2021-01-12 06:00:00+02:00,0.03332,0.03689,0.03503,0.03503
2021-01-12 07:00:00+02:00,0.03398,0.03739,0.04014,0.04014
2021-01-12 08:00:00+02:00,0.03486,0.03931,0.05451,0.05451
2021-01-12 09:00:00+02:00,0.03486,0.04521,0.06064,0.067
2021-01-12 10:00:00+02:00,0,0,0.05496,0.06805
2021-01-12 11:00:00+02:00,0,0,0.0565,0.065
2021-01-12 12:00:00+02:00,0,0,0.05534,0.06723
2021-01-12 13:00:00+02:00,0,0,0.0501,0.053
2021-01-12 14:00:00+02:00,0.02773,0.03246,0.04805,0.04805
2021-01-12 15:00:00+02:00,0.02773,0.03246,0.04804,0.04804
2021-01-12 16:00:00+02:00,0.02812,0.03247,0.05201,0.05201
2021-01-12 17:00:00+02:00,0.02903,0.03585,0.06106,0.06106
2021-01-12 18:00:00+02:00,0.02903,0.03581,0.06412,0.06412
2021-01-12 19:00:00+02:00,0.02903,0.03579,0.0604,0.0604
2021-01-12 20:00:00+02:00,0.02898,0.03374,0.05045,0.05045
2021-01-12 21:00:00+02:00,0.02721,0.03151,0.04179,0.04179
2021-01-12 22:00:00+02:00,0.02594,0.02875,0.04071,0.04071
2021-01-12 23:00:00+02:00,0.02598,0.03026,0.03775,0.03775
2021-01-13 00:00:00+02:00,0.02704,0.03263,0.03462,0.03462
2021-01-13 01:00:00+02:00,0.01373,0.014775,0.03,0.03303
2021-01-13 02:00:00+02:00,0,0,0.02942,0.03243
2021-01-13 03:00:00+02:00,0,0,0.02942,0.03158
2021-01-13 04:00:00+02:00,0,0,0.02878,0.03084
2021-01-13 05:00:00+02:00,0,0,0.029,0.03168
2021-01-13 06:00:00+02:00,0.018575,0.02029,0.034,0.03681
2021-01-13 07:00:00+02:00,0.01914,0.02114,0.04187,0.04187
2021-01-13 08:00:00+02:00,0.019685,0.02321,0.05028,0.05028
2021-01-13 09:00:00+02:00,0.019945,0.02479,0.05614,0.05614
2021-01-13 10:00:00+02:00,0,0,0.05205,0.05205
2021-01-13 11:00:00+02:00,0,0,0.06278,0.06278
2021-01-13 12:00:00+02:00,0,0,0.06412,0.06412
2021-01-13 13:00:00+02:00,0,0,0.062,0.062
2021-01-13 14:00:00+02:00,0.01553,0.018925,0.037,0.0641
2021-01-13 15:00:00+02:00,0.01552,0.018925,0.0362,0.06286
2021-01-13 16:00:00+02:00,0.0161,0.019875,0.0362,0.06476
2021-01-13 17:00:00+02:00,0.01672,0.0221,0.06847,0.06847
2021-01-13 18:00:00+02:00,0.01699,0.022075,0.06765,0.06765
2021-01-13 19:00:00+02:00,0.017085,0.022075,0.06939,0.06939
2021-01-13 20:00:00+02:00,0.016815,0.019365,0.05792,0.05792
2021-01-13 21:00:00+02:00,0.0151,0.01669,0.0378,0.05025
2021-01-13 22:00:00+02:00,0.01398,0.01575,0.041,0.05047
2021-01-13 23:00:00+02:00,0.014465,0.01596,0.035,0.04635
2021-01-14 00:00:00+02:00,0.02953,0.03543,0.033,0.03803
2021-01-14 01:00:00+02:00,0.02527,0.02571,0.031,0.04416
2021-01-14 02:00:00+02:00,0,0,0.026,0.04417
2021-01-14 03:00:00+02:00,0,0,0.026,0.03698
2021-01-14 04:00:00+02:00,0,0,0.03,0.03944
2021-01-14 05:00:00+02:00,0,0,0.032,0.04587
2021-01-14 06:00:00+02:00,0.03368,0.03734,0.034,0.08004
2021-01-14 07:00:00+02:00,0.034,0.03962,0.08236,0.08236
2021-01-14 08:00:00+02:00,0.03494,0.04237,0.039,0.12163
2021-01-14 09:00:00+02:00,0.03494,0.04701,0.091,0.091
2021-01-14 10:00:00+02:00,0,0,0.04,0.08927
2021-01-14 11:00:00+02:00,0,0,0.04,0.08963
2021-01-14 12:00:00+02:00,0,0,0.04801,0.09105
2021-01-14 13:00:00+02:00,0,0,0.08891,0.08914
2021-01-14 14:00:00+02:00,0.02771,0.03365,0.08924,0.092
2021-01-14 15:00:00+02:00,0.02771,0.03365,0.08604,0.08604
2021-01-14 16:00:00+02:00,0.0282,0.03458,0.09907,0.09907
2021-01-14 17:00:00+02:00,0.02893,0.03843,0.09994,0.09994
2021-01-14 18:00:00+02:00,0.02893,0.0373,0.08114,0.10314
2021-01-14 19:00:00+02:00,0.02893,0.0373,0.09238,0.09238
2021-01-14 20:00:00+02:00,0.02893,0.0345,0.038,0.0877
2021-01-14 21:00:00+02:00,0.02746,0.02988,0.038,0.07458
2021-01-14 22:00:00+02:00,0.02638,0.02769,0.039,0.06274
2021-01-14 23:00:00+02:00,0.02736,0.02958,0.06201,0.101
2021-01-15 00:00:00+02:00,0.02736,0.03085,0.0556,0.10081
2021-01-15 01:00:00+02:00,0.02573,0.02655,0.04898,0.07
2021-01-15 02:00:00+02:00,0,0,0.04749,0.07
2021-01-15 03:00:00+02:00,0,0,0.04622,0.068
2021-01-15 04:00:00+02:00,0,0,0.0453,0.06
2021-01-15 05:00:00+02:00,0,0,0.04685,0.059
2021-01-15 06:00:00+02:00,0.03989,0.04275,0.10992,0.142
2021-01-15 07:00:00+02:00,0.0392,0.04509,0.10991,0.142
2021-01-15 08:00:00+02:00,0.03883,0.04487,0.08004,0.999
2021-01-15 09:00:00+02:00,0.03893,0.0473,0.09664,0.365
2021-01-15 10:00:00+02:00,0,0,0.10016,0.52
2021-01-15 11:00:00+02:00,0,0,0.09994,0.52
2021-01-15 12:00:00+02:00,0,0,0.08911,0.3
2021-01-15 13:00:00+02:00,0,0,0.0812,0.23
2021-01-15 14:00:00+02:00,0.02844,0.03438,0.07852,0.158
2021-01-15 15:00:00+02:00,0.02844,0.03438,0.07904,0.07904
2021-01-15 16:00:00+02:00,0.02895,0.03688,0.07887,0.07887
2021-01-15 17:00:00+02:00,0.0374,0.04841,0.08402,0.5
2021-01-15 18:00:00+02:00,0.0374,0.04786,0.0995,0.195
2021-01-15 19:00:00+02:00,0.02956,0.04234,0.09802,0.12099
2021-01-15 20:00:00+02:00,0.02956,0.0376,0.09501,0.13443
2021-01-15 21:00:00+02:00,0.02786,0.02982,0.0772,0.078
2021-01-15 22:00:00+02:00,0.02731,0.02819,0.06718,0.06718
2021-01-15 23:00:00+02:00,0.02786,0.03127,0.06262,0.063
2021-01-16 00:00:00+02:00,0.02786,0.03112,0.0537,0.0561
2021-01-16 01:00:00+02:00,0.03088,0.03075,0.05309,0.07731
2021-01-16 02:00:00+02:00,0,0,0.05165,0.07727
2021-01-16 03:00:00+02:00,0,0,0.04988,0.06721
2021-01-16 04:00:00+02:00,0,0,0.04845,0.06
2021-01-16 05:00:00+02:00,0,0,0.04809,0.057
2021-01-16 06:00:00+02:00,0,0,0.04735,0.057
2021-01-16 07:00:00+02:00,0,0,0.048,0.06
2021-01-16 08:00:00+02:00,0.03911,0.04693,0.05143,0.06692
2021-01-16 09:00:00+02:00,0.03891,0.04977,0.07864,0.11
2021-01-16 10:00:00+02:00,0.03981,0.04322,0.07992,0.1
2021-01-16 11:00:00+02:00,0,0,0.07674,0.07674
2021-01-16 12:00:00+02:00,0,0,0.07336,0.07336
2021-01-16 13:00:00+02:00,0,0,0.04,0.07339
2021-01-16 14:00:00+02:00,0,0,0.038,0.08522
2021-01-16 15:00:00+02:00,0,0,0.036,0.05198
2021-01-16 16:00:00+02:00,0,0,0.03637,0.07331
2021-01-16 17:00:00+02:00,0.0343,0.04758,0.04,0.08124
2021-01-16 18:00:00+02:00,0.0343,0.04202,0.07992,0.07992
2021-01-16 19:00:00+02:00,0.03363,0.03849,0.0734,0.0734
2021-01-16 20:00:00+02:00,0.03209,0.03659,0.06376,0.06376
2021-01-16 21:00:00+02:00,0.03151,0.03404,0.05747,0.05747
2021-01-16 22:00:00+02:00,0.03069,0.034,0.0414,0.05298
2021-01-16 23:00:00+02:00,0.03096,0.03632,0.05192,0.06
2021-01-17 00:00:00+02:00,0.03085,0.03463,0.04817,0.056
2021-01-17 01:00:00+02:00,0.02768,0.02905,0.04649,0.054
2021-01-17 02:00:00+02:00,0,0,0.04482,0.05234
2021-01-17 03:00:00+02:00,0,0,0.04499,0.04499
2021-01-17 04:00:00+02:00,0,0,0.04498,0.04498
2021-01-17 05:00:00+02:00,0,0,0.04438,0.04438
2021-01-17 06:00:00+02:00,0,0,0.04433,0.04433
2021-01-17 07:00:00+02:00,0,0,0.04534,0.04534
2021-01-17 08:00:00+02:00,0.0318,0.03321,0.0465,0.0465
2021-01-17 09:00:00+02:00,0.0318,0.03379,0.04742,0.04742
2021-01-17 10:00:00+02:00,0.0318,0.0361,0.05113,0.06
2021-01-17 11:00:00+02:00,0,0,0.05475,0.05475
2021-01-17 12:00:00+02:00,0,0,0.05808,0.05808
2021-01-17 13:00:00+02:00,0,0,0.05458,0.05458
2021-01-17 14:00:00+02:00,0,0,0.05282,0.05282
2021-01-17 15:00:00+02:00,0,0,0.04995,0.04995
2021-01-17 16:00:00+02:00,0,0,0.05696,0.05696
2021-01-17 17:00:00+02:00,0.03063,0.03952,0.0606,0.0606
2021-01-17 18:00:00+02:00,0.03063,0.04832,0.06705,0.06734
2021-01-17 19:00:00+02:00,0.03076,0.0474,0.072,0.07229
2021-01-17 20:00:00+02:00,0.03061,0.0437,0.06778,0.06778
2021-01-17 21:00:00+02:00,0.03045,0.0386,0.06245,0.06245
2021-01-17 22:00:00+02:00,0.03027,0.03228,0.043,0.05556
2021-01-17 23:00:00+02:00,0.0303,0.03106,0.043,0.05213
2021-01-18 00:00:00+02:00,0.0307,0.02948,0.04193,0.0469
2021-01-18 01:00:00+02:00,0.02615,0.02882,0.04385,0.04706
